IncidntNum,Category,Date
366,VEHICLE THEFT,06/01/2010 12:00:00 AM
18,ARSON,07/01/2010 12:00:00 AM
429,BURGLARY,07/01/2010 12:00:00 AM
2103,LARCENY/THEFT,07/01/2010 12:00:00 AM
48,STOLEN PROPERTY,07/01/2010 12:00:00 AM
641,VANDALISM,07/01/2010 12:00:00 AM
386,VEHICLE THEFT,07/01/2010 12:00:00 AM
21,ARSON,08/01/2010 12:00:00 AM
400,BURGLARY,08/01/2010 12:00:00 AM
2271,LARCENY/THEFT,08/01/2010 12:00:00 AM
64,STOLEN PROPERTY,08/01/2010 12:00:00 AM
681,VANDALISM,08/01/2010 12:00:00 AM
380,VEHICLE THEFT,08/01/2010 12:00:00 AM
19,ARSON,09/01/2010 12:00:00 AM
384,BURGLARY,09/01/2010 12:00:00 AM
2158,LARCENY/THEFT,09/01/2010 12:00:00 AM
44,STOLEN PROPERTY,09/01/2010 12:00:00 AM
664,VANDALISM,09/01/2010 12:00:00 AM
403,VEHICLE THEFT,09/01/2010 12:00:00 AM
20,ARSON,10/01/2010 12:00:00 AM
391,BURGLARY,10/01/2010 12:00:00 AM
2117,LARCENY/THEFT,10/01/2010 12:00:00 AM
55,STOLEN PROPERTY,10/01/2010 12:00:00 AM
656,VANDALISM,10/01/2010 12:00:00 AM
357,VEHICLE THEFT,10/01/2010 12:00:00 AM
17,ARSON,11/01/2010 12:00:00 AM
380,BURGLARY,11/01/2010 12:00:00 AM
2155,LARCENY/THEFT,11/01/2010 12:00:00 AM
56,STOLEN PROPERTY,11/01/2010 12:00:00 AM
612,VANDALISM,11/01/2010 12:00:00 AM
396,VEHICLE THEFT,11/01/2010 12:00:00 AM
6,ARSON,12/01/2010 12:00:00 AM
385,BURGLARY,12/01/2010 12:00:00 AM
2098,LARCENY/THEFT,12/01/2010 12:00:00 AM
50,STOLEN PROPERTY,12/01/2010 12:00:00 AM
566,VANDALISM,12/01/2010 12:00:00 AM
372,VEHICLE THEFT,12/01/2010 12:00:00 AM
24,ARSON,01/01/2011 12:00:00 AM
435,BURGLARY,01/01/2011 12:00:00 AM
2075,LARCENY/THEFT,01/01/2011 12:00:00 AM
73,STOLEN PROPERTY,01/01/2011 12:00:00 AM
650,VANDALISM,01/01/2011 12:00:00 AM
334,VEHICLE THEFT,01/01/2011 12:00:00 AM
16,ARSON,02/01/2011 12:00:00 AM
309,BURGLARY,02/01/2011 12:00:00 AM
1900,LARCENY/THEFT,02/01/2011 12:00:00 AM
57,STOLEN PROPERTY,02/01/2011 12:00:00 AM
575,VANDALISM,02/01/2011 12:00:00 AM
311,VEHICLE THEFT,02/01/2011 12:00:00 AM
11,ARSON,03/01/2011 12:00:00 AM
370,BURGLARY,03/01/2011 12:00:00 AM
2235,LARCENY/THEFT,03/01/2011 12:00:00 AM
54,STOLEN PROPERTY,03/01/2011 12:00:00 AM
664,VANDALISM,03/01/2011 12:00:00 AM
460,VEHICLE THEFT,03/01/2011 12:00:00 AM
21,ARSON,04/01/2011 12:00:00 AM
372,BURGLARY,04/01/2011 12:00:00 AM
2016,LARCENY/THEFT,04/01/2011 12:00:00 AM
53,STOLEN PROPERTY,04/01/2011 12:00:00 AM
653,VANDALISM,04/01/2011 12:00:00 AM
359,VEHICLE THEFT,04/01/2011 12:00:00 AM
11,ARSON,05/01/2011 12:00:00 AM
395,BURGLARY,05/01/2011 12:00:00 AM
2191,LARCENY/THEFT,05/01/2011 12:00:00 AM
64,STOLEN PROPERTY,05/01/2011 12:00:00 AM
578,VANDALISM,05/01/2011 12:00:00 AM
374,VEHICLE THEFT,05/01/2011 12:00:00 AM
13,ARSON,06/01/2011 12:00:00 AM
389,BURGLARY,06/01/2011 12:00:00 AM
2009,LARCENY/THEFT,06/01/2011 12:00:00 AM
64,STOLEN PROPERTY,06/01/2011 12:00:00 AM
564,VANDALISM,06/01/2011 12:00:00 AM
348,VEHICLE THEFT,06/01/2011 12:00:00 AM
20,ARSON,07/01/2011 12:00:00 AM
370,BURGLARY,07/01/2011 12:00:00 AM
2085,LARCENY/THEFT,07/01/2011 12:00:00 AM
44,STOLEN PROPERTY,07/01/2011 12:00:00 AM
590,VANDALISM,07/01/2011 12:00:00 AM
274,VEHICLE THEFT,07/01/2011 12:00:00 AM
17,ARSON,08/01/2011 12:00:00 AM
459,BURGLARY,08/01/2011 12:00:00 AM
2130,LARCENY/THEFT,08/01/2011 12:00:00 AM
80,STOLEN PROPERTY,08/01/2011 12:00:00 AM
554,VANDALISM,08/01/2011 12:00:00 AM
370,VEHICLE THEFT,08/01/2011 12:00:00 AM
17,ARSON,09/01/2011 12:00:00 AM
465,BURGLARY,09/01/2011 12:00:00 AM
2058,LARCENY/THEFT,09/01/2011 12:00:00 AM
65,STOLEN PROPERTY,09/01/2011 12:00:00 AM
507,VANDALISM,09/01/2011 12:00:00 AM
453,VEHICLE THEFT,09/01/2011 12:00:00 AM
14,ARSON,10/01/2011 12:00:00 AM
416,BURGLARY,10/01/2011 12:00:00 AM
2307,LARCENY/THEFT,10/01/2011 12:00:00 AM
63,STOLEN PROPERTY,10/01/2011 12:00:00 AM
588,VANDALISM,10/01/2011 12:00:00 AM
510,VEHICLE THEFT,10/01/2011 12:00:00 AM
17,ARSON,11/01/2011 12:00:00 AM
472,BURGLARY,11/01/2011 12:00:00 AM
2219,LARCENY/THEFT,11/01/2011 12:00:00 AM
72,STOLEN PROPERTY,11/01/2011 12:00:00 AM
534,VANDALISM,11/01/2011 12:00:00 AM
451,VEHICLE THEFT,11/01/2011 12:00:00 AM
12,ARSON,12/01/2011 12:00:00 AM
475,BURGLARY,12/01/2011 12:00:00 AM
2404,LARCENY/THEFT,12/01/2011 12:00:00 AM
59,STOLEN PROPERTY,12/01/2011 12:00:00 AM
620,VANDALISM,12/01/2011 12:00:00 AM
499,VEHICLE THEFT,12/01/2011 12:00:00 AM
28,ARSON,01/01/2012 12:00:00 AM
464,BURGLARY,01/01/2012 12:00:00 AM
2187,LARCENY/THEFT,01/01/2012 12:00:00 AM
72,STOLEN PROPERTY,01/01/2012 12:00:00 AM
589,VANDALISM,01/01/2012 12:00:00 AM
428,VEHICLE THEFT,01/01/2012 12:00:00 AM
16,ARSON,02/01/2012 12:00:00 AM
453,BURGLARY,02/01/2012 12:00:00 AM
2086,LARCENY/THEFT,02/01/2012 12:00:00 AM
68,STOLEN PROPERTY,02/01/2012 12:00:00 AM
593,VANDALISM,02/01/2012 12:00:00 AM
473,VEHICLE THEFT,02/01/2012 12:00:00 AM
11,ARSON,03/01/2012 12:00:00 AM
473,BURGLARY,03/01/2012 12:00:00 AM
2098,LARCENY/THEFT,03/01/2012 12:00:00 AM
64,STOLEN PROPERTY,03/01/2012 12:00:00 AM
634,VANDALISM,03/01/2012 12:00:00 AM
451,VEHICLE THEFT,03/01/2012 12:00:00 AM
17,ARSON,04/01/2012 12:00:00 AM
531,BURGLARY,04/01/2012 12:00:00 AM
2311,LARCENY/THEFT,04/01/2012 12:00:00 AM
57,STOLEN PROPERTY,04/01/2012 12:00:00 AM
649,VANDALISM,04/01/2012 12:00:00 AM
470,VEHICLE THEFT,04/01/2012 12:00:00 AM
17,ARSON,05/01/2012 12:00:00 AM
521,BURGLARY,05/01/2012 12:00:00 AM
2537,LARCENY/THEFT,05/01/2012 12:00:00 AM
89,STOLEN PROPERTY,05/01/2012 12:00:00 AM
601,VANDALISM,05/01/2012 12:00:00 AM
455,VEHICLE THEFT,05/01/2012 12:00:00 AM
21,ARSON,06/01/2012 12:00:00 AM
493,BURGLARY,06/01/2012 12:00:00 AM
2490,LARCENY/THEFT,06/01/2012 12:00:00 AM
57,STOLEN PROPERTY,06/01/2012 12:00:00 AM
611,VANDALISM,06/01/2012 12:00:00 AM
496,VEHICLE THEFT,06/01/2012 12:00:00 AM
25,ARSON,07/01/2012 12:00:00 AM
519,BURGLARY,07/01/2012 12:00:00 AM
2550,LARCENY/THEFT,07/01/2012 12:00:00 AM
71,STOLEN PROPERTY,07/01/2012 12:00:00 AM
666,VANDALISM,07/01/2012 12:00:00 AM
600,VEHICLE THEFT,07/01/2012 12:00:00 AM
17,ARSON,08/01/2012 12:00:00 AM
544,BURGLARY,08/01/2012 12:00:00 AM
2840,LARCENY/THEFT,08/01/2012 12:00:00 AM
80,STOLEN PROPERTY,08/01/2012 12:00:00 AM
656,VANDALISM,08/01/2012 12:00:00 AM
573,VEHICLE THEFT,08/01/2012 12:00:00 AM
25,ARSON,09/01/2012 12:00:00 AM
477,BURGLARY,09/01/2012 12:00:00 AM
2958,LARCENY/THEFT,09/01/2012 12:00:00 AM
86,STOLEN PROPERTY,09/01/2012 12:00:00 AM
680,VANDALISM,09/01/2012 12:00:00 AM
547,VEHICLE THEFT,09/01/2012 12:00:00 AM
18,ARSON,10/01/2012 12:00:00 AM
592,BURGLARY,10/01/2012 12:00:00 AM
3128,LARCENY/THEFT,10/01/2012 12:00:00 AM
72,STOLEN PROPERTY,10/01/2012 12:00:00 AM
798,VANDALISM,10/01/2012 12:00:00 AM
551,VEHICLE THEFT,10/01/2012 12:00:00 AM
17,ARSON,11/01/2012 12:00:00 AM
581,BURGLARY,11/01/2012 12:00:00 AM
2847,LARCENY/THEFT,11/01/2012 12:00:00 AM
87,STOLEN PROPERTY,11/01/2012 12:00:00 AM
636,VANDALISM,11/01/2012 12:00:00 AM
578,VEHICLE THEFT,11/01/2012 12:00:00 AM
19,ARSON,12/01/2012 12:00:00 AM
549,BURGLARY,12/01/2012 12:00:00 AM
2728,LARCENY/THEFT,12/01/2012 12:00:00 AM
75,STOLEN PROPERTY,12/01/2012 12:00:00 AM
591,VANDALISM,12/01/2012 12:00:00 AM
552,VEHICLE THEFT,12/01/2012 12:00:00 AM
37,ARSON,01/01/2013 12:00:00 AM
505,BURGLARY,01/01/2013 12:00:00 AM
2916,LARCENY/THEFT,01/01/2013 12:00:00 AM
98,STOLEN PROPERTY,01/01/2013 12:00:00 AM
557,VANDALISM,01/01/2013 12:00:00 AM
522,VEHICLE THEFT,01/01/2013 12:00:00 AM
23,ARSON,02/01/2013 12:00:00 AM
436,BURGLARY,02/01/2013 12:00:00 AM
2656,LARCENY/THEFT,02/01/2013 12:00:00 AM
76,STOLEN PROPERTY,02/01/2013 12:00:00 AM
519,VANDALISM,02/01/2013 12:00:00 AM
470,VEHICLE THEFT,02/01/2013 12:00:00 AM
22,ARSON,03/01/2013 12:00:00 AM
513,BURGLARY,03/01/2013 12:00:00 AM
2846,LARCENY/THEFT,03/01/2013 12:00:00 AM
86,STOLEN PROPERTY,03/01/2013 12:00:00 AM
651,VANDALISM,03/01/2013 12:00:00 AM
454,VEHICLE THEFT,03/01/2013 12:00:00 AM
10,ARSON,04/01/2013 12:00:00 AM
537,BURGLARY,04/01/2013 12:00:00 AM
2883,LARCENY/THEFT,04/01/2013 12:00:00 AM
95,STOLEN PROPERTY,04/01/2013 12:00:00 AM
598,VANDALISM,04/01/2013 12:00:00 AM
440,VEHICLE THEFT,04/01/2013 12:00:00 AM
18,ARSON,05/01/2013 12:00:00 AM
504,BURGLARY,05/01/2013 12:00:00 AM
2690,LARCENY/THEFT,05/01/2013 12:00:00 AM
91,STOLEN PROPERTY,05/01/2013 12:00:00 AM
503,VANDALISM,05/01/2013 12:00:00 AM
503,VEHICLE THEFT,05/01/2013 12:00:00 AM
19,ARSON,06/01/2013 12:00:00 AM
484,BURGLARY,06/01/2013 12:00:00 AM
2701,LARCENY/THEFT,06/01/2013 12:00:00 AM
86,STOLEN PROPERTY,06/01/2013 12:00:00 AM
552,VANDALISM,06/01/2013 12:00:00 AM
513,VEHICLE THEFT,06/01/2013 12:00:00 AM
25,ARSON,07/01/2013 12:00:00 AM
532,BURGLARY,07/01/2013 12:00:00 AM
3302,LARCENY/THEFT,07/01/2013 12:00:00 AM
102,STOLEN PROPERTY,07/01/2013 12:00:00 AM
592,VANDALISM,07/01/2013 12:00:00 AM
495,VEHICLE THEFT,07/01/2013 12:00:00 AM
17,ARSON,08/01/2013 12:00:00 AM
532,BURGLARY,08/01/2013 12:00:00 AM
3468,LARCENY/THEFT,08/01/2013 12:00:00 AM
123,STOLEN PROPERTY,08/01/2013 12:00:00 AM
555,VANDALISM,08/01/2013 12:00:00 AM
583,VEHICLE THEFT,08/01/2013 12:00:00 AM
19,ARSON,09/01/2013 12:00:00 AM
568,BURGLARY,09/01/2013 12:00:00 AM
3590,LARCENY/THEFT,09/01/2013 12:00:00 AM
115,STOLEN PROPERTY,09/01/2013 12:00:00 AM
623,VANDALISM,09/01/2013 12:00:00 AM
698,VEHICLE THEFT,09/01/2013 12:00:00 AM
21,ARSON,10/01/2013 12:00:00 AM
522,BURGLARY,10/01/2013 12:00:00 AM
3359,LARCENY/THEFT,10/01/2013 12:00:00 AM
119,STOLEN PROPERTY,10/01/2013 12:00:00 AM
580,VANDALISM,10/01/2013 12:00:00 AM
567,VEHICLE THEFT,10/01/2013 12:00:00 AM
24,ARSON,11/01/2013 12:00:00 AM
514,BURGLARY,11/01/2013 12:00:00 AM
3017,LARCENY/THEFT,11/01/2013 12:00:00 AM
83,STOLEN PROPERTY,11/01/2013 12:00:00 AM
509,VANDALISM,11/01/2013 12:00:00 AM
453,VEHICLE THEFT,11/01/2013 12:00:00 AM
10,ARSON,12/01/2013 12:00:00 AM
513,BURGLARY,12/01/2013 12:00:00 AM
2788,LARCENY/THEFT,12/01/2013 12:00:00 AM
97,STOLEN PROPERTY,12/01/2013 12:00:00 AM
594,VANDALISM,12/01/2013 12:00:00 AM
536,VEHICLE THEFT,12/01/2013 12:00:00 AM
32,ARSON,01/01/2014 12:00:00 AM
612,BURGLARY,01/01/2014 12:00:00 AM
2926,LARCENY/THEFT,01/01/2014 12:00:00 AM
84,STOLEN PROPERTY,01/01/2014 12:00:00 AM
574,VANDALISM,01/01/2014 12:00:00 AM
517,VEHICLE THEFT,01/01/2014 12:00:00 AM
21,ARSON,02/01/2014 12:00:00 AM
506,BURGLARY,02/01/2014 12:00:00 AM
2540,LARCENY/THEFT,02/01/2014 12:00:00 AM
97,STOLEN PROPERTY,02/01/2014 12:00:00 AM
536,VANDALISM,02/01/2014 12:00:00 AM
442,VEHICLE THEFT,02/01/2014 12:00:00 AM
13,ARSON,03/01/2014 12:00:00 AM
560,BURGLARY,03/01/2014 12:00:00 AM
3011,LARCENY/THEFT,03/01/2014 12:00:00 AM
96,STOLEN PROPERTY,03/01/2014 12:00:00 AM
596,VANDALISM,03/01/2014 12:00:00 AM
527,VEHICLE THEFT,03/01/2014 12:00:00 AM
18,ARSON,04/01/2014 12:00:00 AM
480,BURGLARY,04/01/2014 12:00:00 AM
3007,LARCENY/THEFT,04/01/2014 12:00:00 AM
88,STOLEN PROPERTY,04/01/2014 12:00:00 AM
614,VANDALISM,04/01/2014 12:00:00 AM
649,VEHICLE THEFT,04/01/2014 12:00:00 AM
15,ARSON,05/01/2014 12:00:00 AM
483,BURGLARY,05/01/2014 12:00:00 AM
2815,LARCENY/THEFT,05/01/2014 12:00:00 AM
88,STOLEN PROPERTY,05/01/2014 12:00:00 AM
583,VANDALISM,05/01/2014 12:00:00 AM
641,VEHICLE THEFT,05/01/2014 12:00:00 AM
25,ARSON,06/01/2014 12:00:00 AM
439,BURGLARY,06/01/2014 12:00:00 AM
2738,LARCENY/THEFT,06/01/2014 12:00:00 AM
76,STOLEN PROPERTY,06/01/2014 12:00:00 AM
507,VANDALISM,06/01/2014 12:00:00 AM
682,VEHICLE THEFT,06/01/2014 12:00:00 AM
20,ARSON,07/01/2014 12:00:00 AM
498,BURGLARY,07/01/2014 12:00:00 AM
3179,LARCENY/THEFT,07/01/2014 12:00:00 AM
90,STOLEN PROPERTY,07/01/2014 12:00:00 AM
612,VANDALISM,07/01/2014 12:00:00 AM
650,VEHICLE THEFT,07/01/2014 12:00:00 AM
19,ARSON,08/01/2014 12:00:00 AM
477,BURGLARY,08/01/2014 12:00:00 AM
3635,LARCENY/THEFT,08/01/2014 12:00:00 AM
92,STOLEN PROPERTY,08/01/2014 12:00:00 AM
625,VANDALISM,08/01/2014 12:00:00 AM
645,VEHICLE THEFT,08/01/2014 12:00:00 AM
14,ARSON,09/01/2014 12:00:00 AM
452,BURGLARY,09/01/2014 12:00:00 AM
3251,LARCENY/THEFT,09/01/2014 12:00:00 AM
80,STOLEN PROPERTY,09/01/2014 12:00:00 AM
596,VANDALISM,09/01/2014 12:00:00 AM
495,VEHICLE THEFT,09/01/2014 12:00:00 AM
24,ARSON,10/01/2014 12:00:00 AM
551,BURGLARY,10/01/2014 12:00:00 AM
3621,LARCENY/THEFT,10/01/2014 12:00:00 AM
105,STOLEN PROPERTY,10/01/2014 12:00:00 AM
632,VANDALISM,10/01/2014 12:00:00 AM
703,VEHICLE THEFT,10/01/2014 12:00:00 AM
28,ARSON,11/01/2014 12:00:00 AM
461,BURGLARY,11/01/2014 12:00:00 AM
3484,LARCENY/THEFT,11/01/2014 12:00:00 AM
74,STOLEN PROPERTY,11/01/2014 12:00:00 AM
606,VANDALISM,11/01/2014 12:00:00 AM
566,VEHICLE THEFT,11/01/2014 12:00:00 AM
22,ARSON,12/01/2014 12:00:00 AM
514,BURGLARY,12/01/2014 12:00:00 AM
3653,LARCENY/THEFT,12/01/2014 12:00:00 AM
88,STOLEN PROPERTY,12/01/2014 12:00:00 AM
621,VANDALISM,12/01/2014 12:00:00 AM
584,VEHICLE THEFT,12/01/2014 12:00:00 AM
41,ARSON,01/01/2015 12:00:00 AM
492,BURGLARY,01/01/2015 12:00:00 AM
3705,LARCENY/THEFT,01/01/2015 12:00:00 AM
80,STOLEN PROPERTY,01/01/2015 12:00:00 AM
611,VANDALISM,01/01/2015 12:00:00 AM
606,VEHICLE THEFT,01/01/2015 12:00:00 AM
31,ARSON,02/01/2015 12:00:00 AM
478,BURGLARY,02/01/2015 12:00:00 AM
3276,LARCENY/THEFT,02/01/2015 12:00:00 AM
81,STOLEN PROPERTY,02/01/2015 12:00:00 AM
509,VANDALISM,02/01/2015 12:00:00 AM
550,VEHICLE THEFT,02/01/2015 12:00:00 AM
21,ARSON,03/01/2015 12:00:00 AM
510,BURGLARY,03/01/2015 12:00:00 AM
3811,LARCENY/THEFT,03/01/2015 12:00:00 AM
87,STOLEN PROPERTY,03/01/2015 12:00:00 AM
674,VANDALISM,03/01/2015 12:00:00 AM
626,VEHICLE THEFT,03/01/2015 12:00:00 AM
30,ARSON,04/01/2015 12:00:00 AM
488,BURGLARY,04/01/2015 12:00:00 AM
3478,LARCENY/THEFT,04/01/2015 12:00:00 AM
74,STOLEN PROPERTY,04/01/2015 12:00:00 AM
584,VANDALISM,04/01/2015 12:00:00 AM
728,VEHICLE THEFT,04/01/2015 12:00:00 AM
29,ARSON,05/01/2015 12:00:00 AM
565,BURGLARY,05/01/2015 12:00:00 AM
3837,LARCENY/THEFT,05/01/2015 12:00:00 AM
66,STOLEN PROPERTY,05/01/2015 12:00:00 AM
668,VANDALISM,05/01/2015 12:00:00 AM
825,VEHICLE THEFT,05/01/2015 12:00:00 AM
31,ARSON,06/01/2015 12:00:00 AM
495,BURGLARY,06/01/2015 12:00:00 AM
3749,LARCENY/THEFT,06/01/2015 12:00:00 AM
71,STOLEN PROPERTY,06/01/2015 12:00:00 AM
660,VANDALISM,06/01/2015 12:00:00 AM
716,VEHICLE THEFT,06/01/2015 12:00:00 AM
22,ARSON,07/01/2015 12:00:00 AM
489,BURGLARY,07/01/2015 12:00:00 AM
3873,LARCENY/THEFT,07/01/2015 12:00:00 AM
87,STOLEN PROPERTY,07/01/2015 12:00:00 AM
765,VANDALISM,07/01/2015 12:00:00 AM
633,VEHICLE THEFT,07/01/2015 12:00:00 AM
16,ARSON,08/01/2015 12:00:00 AM
488,BURGLARY,08/01/2015 12:00:00 AM
3694,LARCENY/THEFT,08/01/2015 12:00:00 AM
82,STOLEN PROPERTY,08/01/2015 12:00:00 AM
727,VANDALISM,08/01/2015 12:00:00 AM
628,VEHICLE THEFT,08/01/2015 12:00:00 AM
16,ARSON,09/01/2015 12:00:00 AM
465,BURGLARY,09/01/2015 12:00:00 AM
3422,LARCENY/THEFT,09/01/2015 12:00:00 AM
85,STOLEN PROPERTY,09/01/2015 12:00:00 AM
663,VANDALISM,09/01/2015 12:00:00 AM
627,VEHICLE THEFT,09/01/2015 12:00:00 AM
28,ARSON,10/01/2015 12:00:00 AM
456,BURGLARY,10/01/2015 12:00:00 AM
3264,LARCENY/THEFT,10/01/2015 12:00:00 AM
81,STOLEN PROPERTY,10/01/2015 12:00:00 AM
671,VANDALISM,10/01/2015 12:00:00 AM
709,VEHICLE THEFT,10/01/2015 12:00:00 AM
25,ARSON,11/01/2015 12:00:00 AM
456,BURGLARY,11/01/2015 12:00:00 AM
2939,LARCENY/THEFT,11/01/2015 12:00:00 AM
63,STOLEN PROPERTY,11/01/2015 12:00:00 AM
557,VANDALISM,11/01/2015 12:00:00 AM
638,VEHICLE THEFT,11/01/2015 12:00:00 AM
19,ARSON,12/01/2015 12:00:00 AM
521,BURGLARY,12/01/2015 12:00:00 AM
2932,LARCENY/THEFT,12/01/2015 12:00:00 AM
70,STOLEN PROPERTY,12/01/2015 12:00:00 AM
547,VANDALISM,12/01/2015 12:00:00 AM
649,VEHICLE THEFT,12/01/2015 12:00:00 AM
